task_id,department,section_id,asset_id,asset_type,task_type,defect_type,severity,criticality,days_to_deadline,asset_age,failure_history,maintenance_frequency,estimated_duration_hours,required_team_size,safety_impact_encoded,train_traffic_density,expected_train_conflicts,historical_failure_rate,priority_score,priority_class,power_block_required,signal_block_required,track_block_required,status
TRC1021,Traction,SEC006,AST0681,Pantograph interface,Insulator Replacement,Mechanical failure,3,MEDIUM,19,22.1,8,12.58,9.4,11,2,0.501,23.5,5.48,65.8,HIGH,False,False,False,Pending
TRC1022,Traction,SEC029,AST0554,Insulator,Catenary Maintenance,Splice joint fault,2,HIGH,12,20.8,10,10.5,5.4,2,3,0.512,13.8,4.95,85.0,CRITICAL,False,False,False,Completed
TRC1023,Traction,SEC050,AST0425,Pantograph interface,Catenary Maintenance,Tension deviation,2,HIGH,7,19.6,10,10.17,7.8,15,3,0.2,7.8,5.04,81.4,CRITICAL,False,False,False,Scheduled
TRC1024,Traction,SEC045,AST0570,Insulator,Insulator Replacement,Cracked insulator,2,HIGH,15,6.9,10,11.08,9.1,11,3,0.28,12.7,4.74,80.9,CRITICAL,False,False,False,Pending
TRC1025,Traction,SEC072,AST0522,Insulator,Catenary Maintenance,Catenary sag,3,MEDIUM,29,16.4,10,11.17,1.6,15,2,0.24,1.9,4.96,59.7,MEDIUM,False,False,False,Completed
TRC1026,Traction,SEC012,AST0537,Pantograph interface,OHE Mast Repair,Guy wire slack,2,HIGH,9,11.3,10,12.17,6.6,11,3,0.404,13.3,4.46,84.1,CRITICAL,False,False,False,Cancelled
TRC1027,Traction,SEC016,AST0691,Catenary,Catenary Maintenance,Catenary sag,3,MEDIUM,22,9.2,10,12.25,2.7,7,2,0.424,5.7,4.21,64.0,HIGH,True,False,False,Completed
TRC1028,Traction,SEC032,AST0482,Insulator,Insulator Replacement,Cracked insulator,2,HIGH,9,16.0,10,12.0,4.9,4,3,0.349,8.6,3.71,83.2,CRITICAL,False,False,False,Pending
TRC1029,Traction,SEC053,AST0578,Insulator,Switchgear Maintenance,Arc damage,5,LOW,66,17.4,10,11.83,4.6,6,1,0.25,5.8,4.69,26.6,LOW,True,False,False,In Progress
TRC1030,Traction,SEC047,AST0422,Sectioning equipment,OHE Inspection,Stagger fault,2,HIGH,9,17.7,10,10.08,1.1,12,3,0.204,1.1,5.36,81.1,CRITICAL,False,False,False,Completed
TRC1031,Traction,SEC014,AST0614,Sectioning equipment,Insulator Replacement,Cracked insulator,1,CRITICAL,5,26.3,10,11.17,5.7,2,3,0.454,12.9,3.68,98.2,CRITICAL,True,False,False,Pending
TRC1032,Traction,SEC066,AST0591,Electrical switchgear,Sectioning Post Maintenance,Isolator defect,2,HIGH,15,21.9,10,11.67,3.4,7,3,0.27,4.6,3.83,80.7,CRITICAL,True,False,False,Pending
TRC1033,Traction,SEC040,AST0640,OHE,Catenary Maintenance,Registration arm damage,3,MEDIUM,26,25.8,9,12.08,3.1,5,2,0.242,3.8,4.17,60.4,HIGH,False,False,False,In Progress
TRC1034,Traction,SEC073,AST0673,Pantograph interface,Catenary Maintenance,Registration arm damage,4,LOW,34,28.1,10,11.17,9.9,12,1,0.208,10.3,4.9,40.6,MEDIUM,True,False,False,Completed
TRC1035,Traction,SEC067,AST0517,Feeder,Sectioning Post Maintenance,Isolator defect,1,CRITICAL,4,21.2,7,8.83,2.0,2,3,0.258,2.6,4.95,95.5,CRITICAL,True,False,False,Completed
TRC1036,Traction,SEC029,AST0629,Feeder,Feeder Repair,Insulation breakdown,4,LOW,32,26.7,9,10.5,7.2,14,1,0.512,18.4,4.95,45.6,MEDIUM,True,False,False,In Progress
TRC1037,Traction,SEC052,AST0427,Catenary,Feeder Repair,Joint failure,3,MEDIUM,19,6.7,8,10.33,9.3,4,2,0.2,9.3,6.06,61.3,HIGH,True,False,False,Scheduled
TRC1038,Traction,SEC055,AST0505,Pantograph interface,Switchgear Maintenance,Contactor wear,2,HIGH,7,14.3,10,12.5,1.4,15,3,0.211,1.5,4.48,81.6,CRITICAL,False,False,False,Scheduled
TRC1039,Traction,SEC061,AST0436,Transformer,Transformer Servicing,Bushing defect,2,HIGH,14,3.2,10,11.5,6.1,2,3,0.206,6.3,4.81,80.0,HIGH,True,False,False,Scheduled
TRC1040,Traction,SEC007,AST0607,Electrical switchgear,OHE Inspection,Height deviation,5,LOW,49,16.5,8,11.25,6.0,11,1,0.474,14.2,4.8,33.7,LOW,False,False,False,Scheduled
TRC1041,Traction,SEC058,AST0658,Insulator,Catenary Maintenance,Splice joint fault,4,LOW,33,18.8,10,10.75,3.1,8,1,0.273,4.2,4.97,41.8,MEDIUM,False,False,False,Cancelled
TRC1042,Traction,SEC073,AST0598,Sectioning equipment,Transformer Servicing,Cooling system failure,2,HIGH,10,5.2,10,11.17,1.3,9,3,0.208,1.4,4.9,80.9,CRITICAL,True,False,False,Pending
TRC1043,Traction,SEC040,AST0490,Insulator,Catenary Maintenance,Tension deviation,3,MEDIUM,17,29.8,10,12.08,7.5,14,2,0.242,9.1,4.17,62.4,HIGH,False,False,False,Completed
TRC1044,Traction,SEC043,AST0418,Insulator,OHE Inspection,Stagger fault,3,MEDIUM,28,24.3,10,9.67,3.1,4,2,0.327,5.1,3.92,61.2,HIGH,False,False,False,Pending
TRC1045,Traction,SEC065,AST0515,Catenary,Switchgear Maintenance,Arc damage,3,MEDIUM,21,8.2,10,10.75,3.6,3,2,0.287,5.2,3.89,62.1,HIGH,True,False,False,Pending
TRC1046,Traction,SEC072,AST0447,Electrical switchgear,Catenary Maintenance,Catenary sag,4,LOW,55,29.9,9,11.17,3.5,7,1,0.24,4.2,4.96,36.4,LOW,False,False,False,Completed
TRC1047,Traction,SEC022,AST0472,OHE,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,22,17.7,10,13.08,4.0,2,2,0.39,7.8,4.96,63.5,HIGH,True,False,False,In Progress
TRC1048,Traction,SEC074,AST0599,Electrical switchgear,Catenary Maintenance,Registration arm damage,4,LOW,56,10.6,4,10.33,3.6,5,1,0.24,4.3,5.14,36.2,LOW,True,False,False,Completed
TRC1049,Traction,SEC052,AST0577,Pantograph interface,Insulator Replacement,Cracked insulator,5,LOW,83,29.7,10,10.33,4.0,5,1,0.2,4.0,6.06,22.1,LOW,False,False,False,Pending
TRC1050,Traction,SEC013,AST0538,Insulator,OHE Inspection,Height deviation,3,MEDIUM,26,4.2,10,12.08,1.1,13,2,0.475,2.6,5.41,63.8,HIGH,True,False,False,Pending
TRC1051,Traction,SEC024,AST0474,Insulator,Feeder Repair,Insulation breakdown,4,LOW,27,24.7,10,12.42,2.7,9,1,0.413,5.6,5.04,45.2,MEDIUM,False,False,False,Completed
TRC1052,Traction,SEC011,AST0536,OHE,Catenary Maintenance,Tension deviation,4,LOW,59,16.6,9,13.25,3.0,13,1,0.484,7.3,5.46,39.1,LOW,True,False,False,Completed
TRC1053,Traction,SEC047,AST0647,Electrical switchgear,Switchgear Maintenance,Circuit breaker fault,3,MEDIUM,20,23.8,6,10.08,10.7,4,2,0.204,10.9,5.36,61.1,HIGH,False,False,False,Pending
TRC1054,Traction,SEC037,AST0562,Insulator,Feeder Repair,Insulation breakdown,1,CRITICAL,4,18.1,10,10.08,2.2,12,3,0.498,5.5,5.05,99.1,CRITICAL,False,False,False,Pending
TRC1055,Traction,SEC030,AST0480,OHE,Transformer Servicing,Oil leak,3,MEDIUM,18,14.9,10,12.25,9.4,4,2,0.409,19.2,3.96,64.6,HIGH,True,False,False,Cancelled
TRC1056,Traction,SEC070,AST0445,Feeder,Sectioning Post Maintenance,Earthing issue,1,CRITICAL,3,5.9,9,10.42,4.2,2,3,0.228,4.8,3.73,95.3,CRITICAL,True,False,False,Completed
TRC1057,Traction,SEC074,AST0449,Pantograph interface,Insulator Replacement,Pollution deposit,4,LOW,32,18.4,10,10.33,2.7,12,1,0.24,3.2,5.14,41.5,MEDIUM,False,False,False,Scheduled
TRC1058,Traction,SEC042,AST0417,Pantograph interface,Switchgear Maintenance,Arc damage,3,MEDIUM,27,24.6,10,11.0,9.3,9,2,0.291,13.5,4.95,60.9,HIGH,True,False,False,Scheduled
TRC1059,Traction,SEC008,AST0608,OHE,Insulator Replacement,Pollution deposit,5,LOW,75,8.5,9,12.17,9.6,7,1,0.455,21.8,5.1,27.7,LOW,True,False,False,Scheduled
TRC1060,Traction,SEC055,AST0655,Electrical switchgear,Insulator Replacement,Pollution deposit,3,MEDIUM,20,29.5,10,12.5,2.0,2,2,0.211,2.1,4.48,61.2,HIGH,False,False,False,Scheduled
TRC1061,Traction,SEC014,AST0464,OHE,Sectioning Post Maintenance,Earthing issue,4,LOW,44,10.7,7,11.17,8.9,8,1,0.454,20.2,3.68,42.0,MEDIUM,True,False,False,Completed
TRC1062,Traction,SEC030,AST0555,Catenary,Switchgear Maintenance,Arc damage,3,MEDIUM,14,19.1,10,12.25,3.4,14,2,0.409,7.0,3.96,65.5,HIGH,True,False,False,Pending
TRC1063,Traction,SEC004,AST0679,Electrical switchgear,Transformer Servicing,Winding fault,4,LOW,60,21.2,10,10.42,4.6,4,1,0.435,10.0,4.46,38.2,LOW,True,False,False,In Progress
TRC1064,Traction,SEC064,AST0439,Electrical switchgear,Sectioning Post Maintenance,Isolator defect,3,MEDIUM,22,18.1,8,9.83,10.3,4,2,0.245,12.6,6.15,61.3,HIGH,False,False,False,Completed
TRC1065,Traction,SEC062,AST0437,Feeder,Switchgear Maintenance,Circuit breaker fault,5,LOW,77,9.9,8,10.58,11.5,3,1,0.2,11.5,4.8,23.4,LOW,True,False,False,Completed
TRC1066,Traction,SEC002,AST0452,Transformer,Sectioning Post Maintenance,Isolator defect,2,HIGH,7,21.0,10,12.75,10.2,10,3,0.341,17.4,5.79,83.6,CRITICAL,False,False,False,Completed
TRC1067,Traction,SEC037,AST0637,Feeder,OHE Inspection,Height deviation,5,LOW,77,27.1,5,10.08,10.1,4,1,0.498,25.1,5.05,27.9,LOW,True,False,False,Completed
TRC1068,Traction,SEC027,AST0402,Insulator,Transformer Servicing,Winding fault,2,HIGH,8,4.7,10,11.75,6.5,2,3,0.357,11.6,4.24,83.6,CRITICAL,False,False,False,In Progress
TRC1069,Traction,SEC053,AST0578,Insulator,Insulator Replacement,Mechanical failure,2,HIGH,10,17.4,10,11.83,4.5,7,3,0.25,5.6,4.69,81.5,CRITICAL,False,False,False,Completed
TRC1070,Traction,SEC018,AST0543,Electrical switchgear,OHE Mast Repair,Foundation settlement,4,LOW,46,27.2,8,11.92,5.2,11,1,0.416,10.8,4.53,41.0,MEDIUM,True,False,False,Scheduled
TRC1071,Traction,SEC007,AST0607,Electrical switchgear,OHE Inspection,Dropper defect,3,MEDIUM,30,16.5,8,11.25,11.0,8,2,0.474,26.1,4.8,62.9,HIGH,True,False,False,In Progress
TRC1072,Traction,SEC016,AST0616,OHE,OHE Inspection,Height deviation,3,MEDIUM,25,7.1,10,12.25,1.5,10,2,0.424,3.2,4.21,63.3,HIGH,True,False,False,Completed
TRC1073,Traction,SEC036,AST0411,Catenary,OHE Inspection,Stagger fault,1,CRITICAL,5,15.8,9,11.42,8.1,6,3,0.521,21.1,4.29,99.2,CRITICAL,False,False,False,Cancelled
TRC1074,Traction,SEC038,AST0488,OHE,Feeder Repair,Joint failure,1,CRITICAL,4,8.7,10,11.25,11.2,3,3,0.411,23.0,5.15,97.8,CRITICAL,True,False,False,In Progress
TRC1075,Traction,SEC033,AST0408,OHE,Feeder Repair,Insulation breakdown,5,LOW,60,6.1,7,12.0,4.9,15,1,0.492,12.1,4.08,31.5,LOW,True,False,False,Completed
TRC1076,Traction,SEC071,AST0596,Transformer,Catenary Maintenance,Tension deviation,4,LOW,52,1.2,10,9.92,10.9,4,1,0.222,12.1,6.15,36.8,LOW,False,False,False,Pending
TRC1077,Traction,SEC041,AST0491,Catenary,Switchgear Maintenance,Circuit breaker fault,4,LOW,35,5.9,8,9.08,2.6,3,1,0.21,2.7,4.21,40.4,MEDIUM,False,False,False,Pending
TRC1078,Traction,SEC042,AST0492,Transformer,Catenary Maintenance,Splice joint fault,3,MEDIUM,15,15.9,6,11.0,11.1,6,2,0.291,16.2,4.95,63.5,HIGH,False,False,False,Cancelled
TRC1079,Traction,SEC067,AST0592,OHE,Feeder Repair,Overheating,3,MEDIUM,17,17.5,10,8.83,2.0,11,2,0.258,2.6,4.95,62.6,HIGH,True,False,False,Scheduled
TRC1080,Traction,SEC039,AST0414,Sectioning equipment,OHE Inspection,Dropper defect,4,LOW,60,15.5,10,9.42,5.1,4,1,0.359,9.2,5.55,37.1,LOW,True,False,False,Completed
TRC1081,Traction,SEC061,AST0436,Transformer,Switchgear Maintenance,Contactor wear,4,LOW,36,3.2,10,11.5,4.1,7,1,0.206,4.2,4.81,40.1,MEDIUM,False,False,False,Scheduled
TRC1082,Traction,SEC006,AST0681,Pantograph interface,OHE Mast Repair,Bracket damage,3,MEDIUM,18,22.1,8,12.58,1.3,9,2,0.501,3.3,5.48,66.0,HIGH,False,False,False,Pending
TRC1083,Traction,SEC021,AST0471,Electrical switchgear,Switchgear Maintenance,Contactor wear,3,MEDIUM,19,4.3,10,11.42,5.6,14,2,0.436,12.2,4.5,64.8,HIGH,True,False,False,Completed
TRC1084,Traction,SEC050,AST0425,Pantograph interface,Catenary Maintenance,Catenary sag,2,HIGH,7,19.6,10,10.17,10.2,7,3,0.2,10.2,5.04,81.4,CRITICAL,True,False,False,Completed
TRC1085,Traction,SEC030,AST0405,Feeder,Catenary Maintenance,Tension deviation,4,LOW,40,27.5,10,12.25,3.2,8,1,0.409,6.5,3.96,42.2,MEDIUM,True,False,False,Scheduled
TRC1086,Traction,SEC060,AST0510,Sectioning equipment,Switchgear Maintenance,Arc damage,2,HIGH,15,1.1,10,11.42,9.3,12,3,0.2,9.3,4.71,79.7,HIGH,True,False,False,Completed
TRC1087,Traction,SEC032,AST0632,OHE,Catenary Maintenance,Registration arm damage,3,MEDIUM,28,12.4,10,12.0,2.2,8,2,0.349,3.8,3.71,61.5,HIGH,True,False,False,Pending
TRC1088,Traction,SEC019,AST0469,Feeder,Sectioning Post Maintenance,Earthing issue,2,HIGH,14,13.9,10,12.17,9.8,6,3,0.488,23.9,3.64,84.2,CRITICAL,True,False,False,Scheduled
TRC1089,Traction,SEC054,AST0429,Feeder,Transformer Servicing,Oil leak,3,MEDIUM,28,16.2,7,10.58,3.6,4,2,0.227,4.1,6.59,59.7,MEDIUM,True,False,False,Pending
TRC1090,Traction,SEC056,AST0431,Electrical switchgear,Transformer Servicing,Bushing defect,5,LOW,67,12.4,10,11.58,1.4,15,1,0.285,2.0,4.77,26.9,LOW,False,False,False,Scheduled
TRC1091,Traction,SEC002,AST0527,Electrical switchgear,Insulator Replacement,Pollution deposit,5,LOW,72,22.2,10,12.75,11.8,4,1,0.341,20.1,5.79,26.6,LOW,True,False,False,Scheduled
TRC1092,Traction,SEC048,AST0648,OHE,Sectioning Post Maintenance,Earthing issue,1,CRITICAL,4,0.5,10,11.25,1.8,11,3,0.293,2.6,3.75,96.0,CRITICAL,True,False,False,Completed
TRC1093,Traction,SEC054,AST0654,Sectioning equipment,Feeder Repair,Overheating,4,LOW,40,1.0,6,10.58,5.0,3,1,0.227,5.7,6.59,39.5,LOW,True,False,False,Cancelled
TRC1094,Traction,SEC058,AST0433,Pantograph interface,Catenary Maintenance,Catenary sag,5,LOW,69,29.0,10,10.75,1.1,15,1,0.273,1.5,4.97,26.3,LOW,True,False,False,Completed
TRC1095,Traction,SEC048,AST0423,Electrical switchgear,OHE Inspection,Dropper defect,4,LOW,41,1.6,8,11.25,11.2,2,1,0.293,16.4,3.75,40.3,MEDIUM,True,False,False,Completed
TRC1096,Traction,SEC054,AST0504,OHE,Catenary Maintenance,Splice joint fault,5,LOW,48,20.1,10,10.58,3.2,6,1,0.227,3.6,6.59,30.2,LOW,True,False,False,Pending
TRC1097,Traction,SEC014,AST0689,Pantograph interface,OHE Mast Repair,Corrosion,1,CRITICAL,6,2.4,10,11.17,4.4,4,3,0.454,10.0,3.68,98.0,CRITICAL,True,False,False,Completed
TRC1098,Traction,SEC056,AST0431,Electrical switchgear,Sectioning Post Maintenance,Interrupter fault,4,LOW,39,12.4,10,11.58,9.6,14,1,0.285,13.7,4.77,40.6,MEDIUM,True,False,False,In Progress
TRC1099,Traction,SEC032,AST0632,OHE,Sectioning Post Maintenance,Earthing issue,3,MEDIUM,28,12.4,10,12.0,11.2,6,2,0.349,19.5,3.71,61.5,HIGH,True,False,False,Cancelled
TRC1100,Traction,SEC042,AST0567,Electrical switchgear,Feeder Repair,Cable damage,2,HIGH,9,28.5,6,11.0,7.8,4,3,0.291,11.3,4.95,82.4,CRITICAL,False,False,False,Completed
TRC1101,Traction,SEC056,AST0506,Insulator,OHE Mast Repair,Bracket damage,4,LOW,55,29.8,10,11.58,5.4,11,1,0.285,7.7,4.77,37.1,LOW,False,False,False,Cancelled
TRC1102,Traction,SEC074,AST0674,Insulator,Feeder Repair,Cable damage,4,LOW,30,3.9,10,10.33,2.1,4,1,0.24,2.5,5.14,41.9,MEDIUM,False,False,False,Scheduled
TRC1103,Traction,SEC006,AST0456,OHE,OHE Inspection,Stagger fault,2,HIGH,8,19.7,8,12.58,9.5,10,3,0.501,23.8,5.48,85.7,CRITICAL,True,False,False,Scheduled
TRC1104,Traction,SEC031,AST0406,Sectioning equipment,OHE Inspection,Stagger fault,1,CRITICAL,5,15.1,10,11.42,2.2,9,3,0.405,4.5,5.31,97.5,CRITICAL,True,False,False,Completed
TRC1105,Traction,SEC065,AST0665,Pantograph interface,OHE Mast Repair,Guy wire slack,5,LOW,76,27.5,7,10.75,9.5,10,1,0.287,13.6,3.89,24.9,LOW,False,False,False,Pending
TRC1106,Traction,SEC013,AST0463,Electrical switchgear,Switchgear Maintenance,Relay malfunction,3,MEDIUM,28,3.0,10,12.08,7.3,9,2,0.475,17.3,5.41,63.4,HIGH,False,False,False,Completed
TRC1107,Traction,SEC066,AST0591,Electrical switchgear,Sectioning Post Maintenance,Jumper damage,3,MEDIUM,23,21.9,10,11.67,5.5,8,2,0.27,7.4,3.83,61.4,HIGH,True,False,False,Scheduled
TRC1108,Traction,SEC067,AST0667,Catenary,Catenary Maintenance,Tension deviation,5,LOW,78,21.9,10,8.83,2.6,9,1,0.258,3.4,4.95,24.0,LOW,True,False,False,Completed
TRC1109,Traction,SEC075,AST0450,Insulator,OHE Inspection,Contact wire wear,3,MEDIUM,27,28.2,10,9.83,10.5,3,2,0.2,10.5,4.64,59.5,MEDIUM,True,False,False,In Progress
TRC1110,Traction,SEC060,AST0435,Catenary,Insulator Replacement,Mechanical failure,3,MEDIUM,18,6.8,7,11.42,3.9,14,2,0.2,3.9,4.71,61.5,HIGH,True,False,False,Completed
TRC1111,Traction,SEC002,AST0452,Transformer,Switchgear Maintenance,Arc damage,4,LOW,32,21.0,10,12.75,6.0,7,1,0.341,10.2,5.79,43.0,MEDIUM,False,False,False,Completed
TRC1112,Traction,SEC009,AST0684,Transformer,Insulator Replacement,Mechanical failure,2,HIGH,9,13.1,10,11.75,9.2,13,3,0.418,19.2,4.44,84.3,CRITICAL,False,False,False,Cancelled
TRC1113,Traction,SEC035,AST0410,Insulator,OHE Mast Repair,Bracket damage,1,CRITICAL,7,5.9,10,10.58,4.1,12,3,0.482,9.9,4.57,98.2,CRITICAL,True,False,False,Scheduled
TRC1114,Traction,SEC055,AST0505,Pantograph interface,Transformer Servicing,Winding fault,5,LOW,45,14.3,10,12.5,8.5,5,1,0.211,9.0,4.48,30.7,LOW,True,False,False,Completed
TRC1115,Traction,SEC049,AST0424,OHE,Sectioning Post Maintenance,Interrupter fault,4,LOW,51,1.3,8,10.5,8.3,8,1,0.329,13.7,4.91,38.6,LOW,True,False,False,Cancelled
TRC1116,Traction,SEC002,AST0677,Feeder,Sectioning Post Maintenance,Interrupter fault,2,HIGH,9,6.6,10,12.75,7.2,3,3,0.341,12.3,5.79,83.1,CRITICAL,True,False,False,In Progress
TRC1117,Traction,SEC043,AST0643,Catenary,Catenary Maintenance,Catenary sag,5,LOW,49,12.3,10,9.67,10.7,14,1,0.327,17.5,3.92,31.5,LOW,True,False,False,Pending
TRC1118,Traction,SEC040,AST0490,Insulator,Feeder Repair,Cable damage,2,HIGH,7,29.8,10,12.08,9.6,15,3,0.242,11.6,4.17,82.1,CRITICAL,True,False,False,Scheduled
TRC1119,Traction,SEC045,AST0570,Insulator,OHE Inspection,Stagger fault,1,CRITICAL,5,6.9,10,11.08,10.4,3,3,0.28,14.6,4.74,95.6,CRITICAL,True,False,False,In Progress
TRC1120,Traction,SEC066,AST0591,Electrical switchgear,Feeder Repair,Joint failure,4,LOW,34,21.9,10,11.67,10.6,15,1,0.27,14.3,3.83,41.5,MEDIUM,False,False,False,In Progress
TRC1121,Traction,SEC060,AST0585,Pantograph interface,Switchgear Maintenance,Relay malfunction,3,MEDIUM,17,14.0,10,11.42,3.5,8,2,0.2,3.5,4.71,61.7,HIGH,False,False,False,Completed
TRC1122,Traction,SEC016,AST0466,Insulator,OHE Mast Repair,Bracket damage,5,LOW,87,23.9,4,12.25,3.3,14,1,0.424,7.0,4.21,24.5,LOW,False,False,False,Pending
TRC1123,Traction,SEC022,AST0697,Pantograph interface,OHE Inspection,Height deviation,3,MEDIUM,15,25.1,10,13.08,11.0,7,2,0.39,21.4,4.96,65.0,HIGH,False,False,False,Pending
TRC1124,Traction,SEC050,AST0425,Pantograph interface,OHE Inspection,Contact wire wear,4,LOW,55,19.6,10,10.17,10.9,2,1,0.2,10.9,5.04,35.8,LOW,False,False,False,Completed
TRC1125,Traction,SEC011,AST0611,Catenary,Transformer Servicing,Winding fault,3,MEDIUM,27,1.8,10,13.25,1.3,9,2,0.484,3.1,5.46,63.8,HIGH,True,False,False,Completed
TRC1126,Traction,SEC048,AST0648,OHE,Transformer Servicing,Cooling system failure,3,MEDIUM,18,0.5,10,11.25,5.5,5,2,0.293,8.1,3.75,62.9,HIGH,True,False,False,Scheduled
TRC1127,Traction,SEC018,AST0618,Insulator,Sectioning Post Maintenance,Jumper damage,4,LOW,54,6.8,10,11.92,8.3,6,1,0.416,17.3,4.53,39.2,LOW,False,False,False,In Progress
TRC1128,Traction,SEC058,AST0583,Electrical switchgear,Insulator Replacement,Mechanical failure,4,LOW,37,28.1,9,10.75,10.7,6,1,0.273,14.6,4.97,40.9,MEDIUM,True,False,False,Pending
TRC1129,Traction,SEC025,AST0625,Pantograph interface,Insulator Replacement,Cracked insulator,3,MEDIUM,26,1.6,9,11.67,12.0,12,2,0.482,28.9,4.77,64.0,HIGH,True,False,False,In Progress
TRC1130,Traction,SEC066,AST0441,Pantograph interface,Feeder Repair,Insulation breakdown,5,LOW,81,3.9,8,11.67,9.4,15,1,0.27,12.7,3.83,23.6,LOW,False,False,False,In Progress
TRC1131,Traction,SEC011,AST0686,Sectioning equipment,OHE Inspection,Stagger fault,4,LOW,40,2.3,8,13.25,3.9,11,1,0.484,9.4,5.46,43.4,MEDIUM,True,False,False,Pending
TRC1132,Traction,SEC074,AST0674,Insulator,OHE Mast Repair,Bracket damage,3,MEDIUM,29,3.9,10,10.33,6.3,7,2,0.24,7.6,5.14,59.7,MEDIUM,False,False,False,Pending
TRC1133,Traction,SEC013,AST0688,OHE,OHE Mast Repair,Foundation settlement,5,LOW,88,12.3,10,12.08,2.1,10,1,0.475,5.0,5.41,25.1,LOW,True,False,False,Pending
TRC1134,Traction,SEC044,AST0494,Sectioning equipment,Feeder Repair,Insulation breakdown,1,CRITICAL,6,0.6,10,12.25,3.8,11,3,0.347,6.6,5.07,96.4,CRITICAL,True,False,False,Pending
TRC1135,Traction,SEC005,AST0455,Electrical switchgear,Sectioning Post Maintenance,Jumper damage,1,CRITICAL,6,21.2,8,11.75,4.2,9,3,0.528,11.1,3.62,99.1,CRITICAL,False,False,False,Completed
TRC1136,Traction,SEC023,AST0473,Pantograph interface,Sectioning Post Maintenance,Isolator defect,2,HIGH,9,12.7,10,12.25,6.2,13,3,0.453,14.0,6.82,84.8,CRITICAL,True,False,False,Cancelled
TRC1137,Traction,SEC075,AST0600,OHE,Catenary Maintenance,Splice joint fault,2,HIGH,15,12.1,8,9.83,6.7,2,3,0.2,6.7,4.64,79.7,HIGH,True,False,False,Completed
TRC1138,Traction,SEC006,AST0456,OHE,Sectioning Post Maintenance,Interrupter fault,1,CRITICAL,7,19.7,8,12.58,11.6,12,3,0.501,29.1,5.48,98.5,CRITICAL,True,False,False,Completed
TRC1139,Traction,SEC063,AST0513,Pantograph interface,OHE Mast Repair,Bracket damage,3,MEDIUM,22,8.2,10,10.42,1.8,8,2,0.203,1.8,3.0,60.7,HIGH,True,False,False,Completed
TRC1140,Traction,SEC038,AST0638,Sectioning equipment,Catenary Maintenance,Splice joint fault,3,MEDIUM,14,6.0,10,11.25,9.0,12,2,0.411,18.5,5.15,65.6,HIGH,True,False,False,Completed
TRC1141,Traction,SEC012,AST0687,Electrical switchgear,Transformer Servicing,Bushing defect,3,MEDIUM,19,28.2,10,12.17,3.1,6,2,0.404,6.3,4.46,64.3,HIGH,True,False,False,Completed
TRC1142,Traction,SEC040,AST0415,Electrical switchgear,Switchgear Maintenance,Contactor wear,2,HIGH,8,1.0,10,12.08,9.2,8,3,0.242,11.1,4.17,81.9,CRITICAL,True,False,False,Pending
TRC1143,Traction,SEC068,AST0518,Sectioning equipment,Sectioning Post Maintenance,Earthing issue,5,LOW,79,3.0,8,10.58,8.7,4,1,0.306,13.3,4.65,24.5,LOW,True,False,False,Scheduled
TRC1144,Traction,SEC041,AST0641,Pantograph interface,Transformer Servicing,Bushing defect,1,CRITICAL,5,5.2,10,9.08,10.0,5,3,0.21,10.5,4.21,94.5,CRITICAL,True,False,False,Scheduled
TRC1145,Traction,SEC011,AST0611,Catenary,Insulator Replacement,Mechanical failure,3,MEDIUM,23,1.8,10,13.25,5.5,9,2,0.484,13.3,5.46,64.6,HIGH,True,False,False,In Progress
TRC1146,Traction,SEC061,AST0661,Feeder,Catenary Maintenance,Registration arm damage,5,LOW,72,17.9,10,11.5,2.7,13,1,0.206,2.8,4.81,24.6,LOW,True,False,False,Pending
TRC1147,Traction,SEC071,AST0446,Sectioning equipment,Sectioning Post Maintenance,Isolator defect,3,MEDIUM,16,26.0,6,9.92,3.1,10,2,0.222,3.4,6.15,62.3,HIGH,True,False,False,Pending
TRC1148,Traction,SEC019,AST0469,Feeder,Catenary Maintenance,Tension deviation,4,LOW,39,13.9,10,12.17,4.8,12,1,0.488,11.7,3.64,43.7,MEDIUM,True,False,False,Completed
TRC1149,Traction,SEC035,AST0485,Feeder,Switchgear Maintenance,Relay malfunction,5,LOW,84,11.4,10,10.58,5.5,13,1,0.482,13.3,4.57,26.1,LOW,True,False,False,Cancelled
TRC1150,Traction,SEC071,AST0671,Electrical switchgear,OHE Mast Repair,Foundation settlement,2,HIGH,11,19.2,7,9.92,10.6,4,3,0.222,11.8,6.15,80.9,CRITICAL,True,False,False,Scheduled
TRC1151,Traction,SEC051,AST0501,Feeder,Insulator Replacement,Mechanical failure,2,HIGH,7,3.8,10,10.25,7.3,13,3,0.258,9.4,4.19,82.3,CRITICAL,True,False,False,Cancelled
TRC1152,Traction,SEC022,AST0697,Pantograph interface,Feeder Repair,Joint failure,3,MEDIUM,21,25.1,10,13.08,5.4,2,2,0.39,10.5,4.96,63.7,HIGH,False,False,False,Completed
TRC1153,Traction,SEC012,AST0612,Transformer,Feeder Repair,Cable damage,3,MEDIUM,20,19.5,10,12.17,5.5,11,2,0.404,11.1,4.46,64.1,HIGH,False,False,False,Pending
