task_id,asset_id,section_id,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,days_until_due,urgency_category
ENG2415,AST0262,SEC037,Rail Replacement,Rail end batter,5,LOW,2025-10-08,2025-10-08,2025-11-25,10.2,6,LOW,Scheduled,48,Low
ENG2416,AST0078,SEC003,Turnout Maintenance,Switch tongue wear,4,LOW,2025-12-20,2025-12-20,2026-02-03,4.2,5,LOW,Completed,45,Low
ENG2417,AST0159,SEC009,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-04-05,2025-04-07,2025-04-21,5.5,11,MEDIUM,Completed,14,Normal
ENG2418,AST0400,SEC025,Welding,Weld depression,3,MEDIUM,2025-07-12,2025-07-14,2025-07-31,6.3,13,MEDIUM,Completed,17,Normal
ENG2419,AST0209,SEC059,Rail Inspection,Gauge deviation,3,MEDIUM,2025-06-09,2025-06-10,2025-07-10,5.5,13,MEDIUM,Cancelled,30,Normal
ENG2420,AST0386,SEC011,Ballast Maintenance,Insufficient ballast,2,HIGH,2025-06-04,2025-06-07,2025-06-15,1.7,11,HIGH,Completed,8,Normal
ENG2421,AST0043,SEC043,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-03-25,2025-03-27,2025-04-13,9.5,2,MEDIUM,Cancelled,17,Normal
ENG2422,AST0055,SEC055,Ballast Maintenance,Vegetation growth,4,LOW,2025-07-31,2025-08-02,2025-09-06,11.9,4,LOW,Cancelled,35,Low
ENG2423,AST0040,SEC040,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-04-09,2025-04-10,2025-05-08,3.1,15,MEDIUM,Pending,28,Normal
ENG2424,AST0314,SEC014,Sleeper Replacement,Missing sleeper,4,LOW,2025-01-25,2025-01-27,2025-03-02,10.6,5,LOW,Completed,34,Low
ENG2425,AST0059,SEC059,Track Alignment,Vertical misalignment,4,LOW,2025-04-08,2025-04-08,2025-05-15,7.9,7,LOW,Scheduled,37,Low
ENG2426,AST0088,SEC013,Track Alignment,Vertical misalignment,4,LOW,2025-05-11,2025-05-11,2025-06-20,3.5,13,LOW,Pending,40,Low
ENG2427,AST0248,SEC023,Rail Inspection,Corrugation,5,LOW,2025-09-19,2025-09-20,2025-11-24,3.5,11,LOW,Completed,65,Low
ENG2428,AST0094,SEC019,Ballast Maintenance,Vegetation growth,4,LOW,2025-08-03,2025-08-03,2025-09-01,1.8,14,LOW,Scheduled,29,Normal
ENG2429,AST0037,SEC037,Rail Inspection,Surface defect,5,LOW,2025-05-07,2025-05-07,2025-08-03,11.5,2,LOW,Pending,88,Low
ENG2430,AST0318,SEC018,Track Alignment,Vertical misalignment,3,MEDIUM,2025-08-26,2025-08-26,2025-09-17,4.5,12,MEDIUM,Scheduled,22,Normal
ENG2431,AST0191,SEC041,Rail Replacement,Rail end batter,3,MEDIUM,2025-11-03,2025-11-05,2025-11-20,8.6,14,MEDIUM,Scheduled,15,Normal
ENG2432,AST0029,SEC029,Ballast Maintenance,Fouled ballast,2,HIGH,2025-01-22,2025-01-22,2025-02-05,3.3,4,HIGH,Completed,14,Normal
ENG2433,AST0370,SEC070,Welding,Misaligned weld,1,CRITICAL,2025-01-31,2025-02-01,2025-02-08,3.4,7,HIGH,Completed,7,Urgent
ENG2434,AST0024,SEC024,Track Geometry Correction,Alignment defect,1,CRITICAL,2025-02-22,2025-02-23,2025-03-01,7.9,3,HIGH,Completed,6,Urgent
ENG2435,AST0026,SEC026,Rail Inspection,Worn rail head,3,MEDIUM,2025-12-04,2025-12-06,2026-01-05,10.6,15,MEDIUM,Completed,30,Normal
ENG2436,AST0003,SEC003,Track Alignment,Vertical misalignment,2,HIGH,2025-04-14,2025-04-17,2025-04-30,6.9,15,HIGH,Pending,13,Normal
ENG2437,AST0024,SEC024,Ballast Maintenance,Drainage blockage,4,LOW,2025-12-15,2025-12-16,2026-01-11,8.1,4,LOW,Cancelled,26,Normal
ENG2438,AST0391,SEC016,Welding,Misaligned weld,5,LOW,2025-04-16,2025-04-18,2025-06-03,1.2,2,LOW,Scheduled,46,Low
ENG2439,AST0359,SEC059,Ballast Maintenance,Drainage blockage,4,LOW,2025-06-24,2025-06-26,2025-07-29,1.5,9,LOW,Pending,33,Low
ENG2440,AST0245,SEC020,Rail Replacement,Rail end batter,3,MEDIUM,2025-08-11,2025-08-12,2025-08-27,6.3,7,MEDIUM,Pending,15,Normal
ENG2441,AST0153,SEC003,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-08-02,2025-08-05,2025-08-22,4.3,9,MEDIUM,Cancelled,17,Normal
ENG2442,AST0004,SEC004,Welding,Weld crack,1,CRITICAL,2025-07-27,2025-07-28,2025-08-01,6.6,11,HIGH,Completed,4,Urgent
ENG2443,AST0392,SEC017,Rail Inspection,Worn rail head,3,MEDIUM,2025-11-22,2025-11-22,2025-12-20,7.6,6,MEDIUM,Pending,28,Normal
ENG2444,AST0158,SEC008,Rail Replacement,End-post fracture,2,HIGH,2025-08-19,2025-08-19,2025-08-31,11.2,13,HIGH,Scheduled,12,Normal
ENG2445,AST0015,SEC015,Rail Inspection,Corrugation,2,HIGH,2025-02-12,2025-02-14,2025-02-26,6.0,5,HIGH,Cancelled,12,Normal
ENG2446,AST0176,SEC026,Turnout Maintenance,Check rail gap,1,CRITICAL,2025-05-05,2025-05-08,2025-05-12,7.1,5,HIGH,Completed,4,Urgent
ENG2447,AST0067,SEC067,Track Alignment,Buckling risk,2,HIGH,2025-11-18,2025-11-21,2025-12-06,7.3,8,HIGH,Completed,15,Normal
ENG2448,AST0356,SEC056,Track Alignment,Buckling risk,3,MEDIUM,2025-07-26,2025-07-28,2025-08-20,10.4,7,MEDIUM,Completed,23,Normal
ENG2449,AST0030,SEC030,Track Alignment,Lateral misalignment,3,MEDIUM,2025-01-19,2025-01-19,2025-02-08,3.1,13,MEDIUM,In Progress,20,Normal
ENG2450,AST0219,SEC069,Track Geometry Correction,Alignment defect,5,LOW,2025-05-21,2025-05-24,2025-07-11,10.1,2,LOW,Pending,48,Low
ENG2451,AST0248,SEC023,Ballast Maintenance,Insufficient ballast,4,LOW,2025-08-24,2025-08-27,2025-10-17,6.4,8,LOW,Pending,51,Low
ENG2452,AST0033,SEC033,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-02-21,2025-02-22,2025-03-19,4.6,6,MEDIUM,In Progress,25,Normal
ENG2453,AST0368,SEC068,Rail Inspection,Worn rail head,2,HIGH,2025-01-29,2025-02-01,2025-02-12,5.4,15,HIGH,Completed,11,Normal
ENG2454,AST0098,SEC023,Rail Replacement,Rail end batter,3,MEDIUM,2025-06-16,2025-06-17,2025-07-02,10.8,11,MEDIUM,Completed,15,Normal
ENG2455,AST0122,SEC047,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-01-16,2025-01-19,2025-02-09,5.1,8,MEDIUM,Completed,21,Normal
ENG2456,AST0318,SEC018,Sleeper Replacement,Cracked sleeper,2,HIGH,2025-03-09,2025-03-09,2025-03-19,5.7,6,HIGH,Completed,10,Normal
ENG2457,AST0368,SEC068,Rail Inspection,Gauge deviation,5,LOW,2025-10-21,2025-10-22,2026-01-16,4.4,3,LOW,Pending,86,Low
ENG2458,AST0078,SEC003,Ballast Maintenance,Vegetation growth,4,LOW,2025-03-07,2025-03-08,2025-04-20,1.4,10,LOW,Completed,43,Low
ENG2459,AST0073,SEC073,Welding,Weld depression,3,MEDIUM,2025-12-11,2025-12-11,2025-12-28,11.5,14,MEDIUM,Completed,17,Normal
ENG2460,AST0053,SEC053,Track Alignment,Buckling risk,5,LOW,2025-09-14,2025-09-17,2025-11-08,8.8,10,LOW,Cancelled,52,Low
ENG2461,AST0148,SEC073,Sleeper Replacement,Decayed wooden sleeper,3,MEDIUM,2025-07-12,2025-07-14,2025-08-11,7.3,4,MEDIUM,In Progress,28,Normal
ENG2462,AST0178,SEC028,Ballast Maintenance,Vegetation growth,5,LOW,2025-06-16,2025-06-18,2025-08-15,9.7,9,LOW,In Progress,58,Low
ENG2463,AST0178,SEC028,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-03-19,2025-03-22,2025-04-08,4.4,2,MEDIUM,Scheduled,17,Normal
ENG2464,AST0278,SEC053,Turnout Maintenance,Switch tongue wear,2,HIGH,2025-02-03,2025-02-05,2025-02-16,4.7,5,HIGH,Cancelled,11,Normal
ENG2465,AST0288,SEC063,Track Geometry Correction,Cross-level error,4,LOW,2025-02-19,2025-02-22,2025-03-25,1.2,7,LOW,Cancelled,31,Low
ENG2466,AST0377,SEC002,Rail Inspection,Corrugation,3,MEDIUM,2025-12-15,2025-12-15,2026-01-04,3.4,13,MEDIUM,Scheduled,20,Normal
ENG2467,AST0136,SEC061,Track Geometry Correction,Alignment defect,5,LOW,2025-11-26,2025-11-26,2026-02-17,4.5,6,LOW,Scheduled,83,Low
ENG2468,AST0132,SEC057,Track Alignment,Lateral misalignment,3,MEDIUM,2025-02-17,2025-02-19,2025-03-19,10.2,4,MEDIUM,Scheduled,28,Normal
ENG2469,AST0187,SEC037,Welding,Weld crack,3,MEDIUM,2025-01-26,2025-01-26,2025-02-16,8.1,4,MEDIUM,Scheduled,21,Normal
ENG2470,AST0328,SEC028,Ballast Maintenance,Fouled ballast,2,HIGH,2025-10-30,2025-11-02,2025-11-15,1.3,13,HIGH,Scheduled,13,Normal
ENG2471,AST0352,SEC052,Welding,Weld crack,2,HIGH,2025-01-17,2025-01-17,2025-01-26,10.2,14,HIGH,Scheduled,9,Normal
ENG2472,AST0328,SEC028,Track Alignment,Buckling risk,2,HIGH,2025-11-05,2025-11-08,2025-11-18,5.9,3,HIGH,Scheduled,10,Normal
ENG2473,AST0065,SEC065,Welding,Thermit weld defect,2,HIGH,2025-08-27,2025-08-28,2025-09-09,8.3,3,HIGH,Cancelled,12,Normal
ENG2474,AST0153,SEC003,Rail Inspection,Worn rail head,4,LOW,2025-03-04,2025-03-07,2025-05-01,9.5,3,LOW,Pending,55,Low
ENG2475,AST0262,SEC037,Ballast Maintenance,Drainage blockage,5,LOW,2025-07-07,2025-07-10,2025-09-15,8.3,7,LOW,In Progress,67,Low
ENG2476,AST0309,SEC009,Rail Inspection,Rail crack,4,LOW,2025-03-22,2025-03-25,2025-05-22,6.9,12,LOW,Completed,58,Low
ENG2477,AST0328,SEC028,Welding,Weld depression,4,LOW,2025-07-23,2025-07-23,2025-08-27,3.4,6,LOW,Pending,35,Low
ENG2478,AST0051,SEC051,Track Alignment,Vertical misalignment,1,CRITICAL,2025-05-31,2025-06-03,2025-06-09,1.4,10,HIGH,Completed,6,Urgent
ENG2479,AST0240,SEC015,Rail Inspection,Gauge deviation,4,LOW,2025-05-06,2025-05-06,2025-06-19,1.9,7,LOW,Completed,44,Low
ENG2480,AST0197,SEC047,Rail Inspection,Gauge deviation,3,MEDIUM,2025-04-02,2025-04-05,2025-04-22,9.6,3,MEDIUM,Pending,17,Normal
ENG2481,AST0215,SEC065,Welding,Misaligned weld,2,HIGH,2025-01-30,2025-02-02,2025-02-10,11.8,14,HIGH,Cancelled,8,Normal
ENG2482,AST0308,SEC008,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-02-28,2025-03-02,2025-03-27,5.3,15,MEDIUM,Pending,25,Normal
ENG2483,AST0076,SEC001,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-09-24,2025-09-24,2025-10-08,9.1,14,MEDIUM,Completed,14,Normal
ENG2484,AST0344,SEC044,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-05-29,2025-06-01,2025-06-29,3.4,11,MEDIUM,Completed,28,Normal
ENG2485,AST0220,SEC070,Rail Inspection,Rail crack,1,CRITICAL,2025-03-29,2025-03-30,2025-04-03,6.8,3,HIGH,Completed,4,Urgent
ENG2486,AST0313,SEC013,Rail Inspection,Surface defect,3,MEDIUM,2025-08-23,2025-08-23,2025-09-18,1.3,15,MEDIUM,Pending,26,Normal
ENG2487,AST0326,SEC026,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-10-11,2025-10-11,2025-10-31,7.2,10,MEDIUM,Scheduled,20,Normal
ENG2488,AST0378,SEC003,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-04-27,2025-04-28,2025-05-20,6.8,5,MEDIUM,Cancelled,22,Normal
ENG2489,AST0086,SEC011,Track Alignment,Lateral misalignment,2,HIGH,2025-11-06,2025-11-08,2025-11-23,5.5,3,HIGH,Completed,15,Normal
ENG2490,AST0022,SEC022,Rail Inspection,Worn rail head,3,MEDIUM,2025-08-05,2025-08-05,2025-08-29,6.6,14,MEDIUM,Pending,24,Normal
ENG2491,AST0322,SEC022,Ballast Maintenance,Insufficient ballast,3,MEDIUM,2025-10-15,2025-10-15,2025-11-14,8.4,3,MEDIUM,Scheduled,30,Normal
ENG2492,AST0226,SEC001,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-01-21,2025-01-22,2025-02-15,6.9,9,MEDIUM,Completed,24,Normal
ENG2493,AST0319,SEC019,Welding,Weld depression,3,MEDIUM,2025-08-18,2025-08-20,2025-09-08,5.6,6,MEDIUM,In Progress,19,Normal
ENG2494,AST0016,SEC016,Rail Replacement,Rail end batter,3,MEDIUM,2025-10-14,2025-10-17,2025-11-14,9.4,14,MEDIUM,Scheduled,28,Normal
ENG2495,AST0175,SEC025,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-06-21,2025-06-24,2025-07-11,11.3,7,MEDIUM,Pending,17,Normal
ENG2496,AST0086,SEC011,Sleeper Replacement,Missing sleeper,2,HIGH,2025-03-29,2025-03-31,2025-04-09,1.6,2,HIGH,In Progress,9,Normal
ENG2497,AST0398,SEC023,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-08-16,2025-08-19,2025-09-04,3.6,10,MEDIUM,Completed,16,Normal
ENG2498,AST0263,SEC038,Track Geometry Correction,Twist fault,4,LOW,2025-04-01,2025-04-02,2025-05-16,2.6,13,LOW,Scheduled,44,Low
ENG2499,AST0354,SEC054,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-01-07,2025-01-09,2025-01-29,7.9,7,MEDIUM,Pending,20,Normal
ENG2500,AST0191,SEC041,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-11-06,2025-11-06,2025-11-23,8.3,6,MEDIUM,Pending,17,Normal
ENG2501,AST0351,SEC051,Sleeper Replacement,Cracked sleeper,1,CRITICAL,2025-11-09,2025-11-11,2025-11-17,2.6,14,HIGH,Pending,6,Urgent
ENG2502,AST0024,SEC024,Track Alignment,Cant deficiency,4,LOW,2025-12-17,2025-12-18,2026-01-19,11.9,7,LOW,In Progress,32,Low
ENG2503,AST0182,SEC032,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-08-11,2025-08-14,2025-09-07,11.2,15,MEDIUM,Scheduled,24,Normal
ENG2504,AST0361,SEC061,Sleeper Replacement,Decayed wooden sleeper,4,LOW,2025-11-09,2025-11-10,2025-12-29,8.8,4,LOW,In Progress,49,Low
ENG2505,AST0315,SEC015,Sleeper Replacement,Missing sleeper,4,LOW,2025-06-13,2025-06-15,2025-07-16,3.7,9,LOW,Cancelled,31,Low
ENG2506,AST0337,SEC037,Track Alignment,Buckling risk,4,LOW,2025-06-26,2025-06-26,2025-08-01,3.8,10,LOW,Scheduled,36,Low
ENG2507,AST0046,SEC046,Track Geometry Correction,Alignment defect,4,LOW,2025-08-01,2025-08-01,2025-08-26,5.0,15,LOW,Completed,25,Normal
ENG2508,AST0094,SEC019,Welding,Weld depression,5,LOW,2025-12-18,2025-12-20,2026-03-12,8.4,11,LOW,Pending,82,Low
ENG2509,AST0308,SEC008,Ballast Maintenance,Vegetation growth,4,LOW,2025-11-15,2025-11-15,2026-01-06,3.1,5,LOW,Cancelled,52,Low
ENG2510,AST0128,SEC053,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-08-31,2025-09-02,2025-09-20,9.4,8,MEDIUM,Scheduled,18,Normal
ENG2511,AST0375,SEC075,Turnout Maintenance,Check rail gap,4,LOW,2025-09-21,2025-09-24,2025-11-05,7.1,14,LOW,Scheduled,42,Low
ENG2512,AST0003,SEC003,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-01-30,2025-02-01,2025-03-19,7.9,9,LOW,Pending,46,Low
ENG2513,AST0117,SEC042,Welding,Thermit weld defect,4,LOW,2025-08-05,2025-08-08,2025-09-14,3.2,13,LOW,Completed,37,Low
ENG2514,AST0305,SEC005,Turnout Maintenance,Crossing nose defect,4,LOW,2024-12-31,2025-01-03,2025-02-06,11.4,8,LOW,Pending,34,Low
ENG2515,AST0176,SEC026,Track Alignment,Vertical misalignment,2,HIGH,2025-10-25,2025-10-25,2025-11-02,3.5,14,HIGH,Scheduled,8,Normal
ENG2516,AST0037,SEC037,Rail Replacement,End-post fracture,2,HIGH,2025-02-01,2025-02-01,2025-02-14,4.3,3,HIGH,Pending,13,Normal
ENG2517,AST0157,SEC007,Track Alignment,Buckling risk,3,MEDIUM,2025-02-19,2025-02-21,2025-03-08,5.5,2,MEDIUM,Cancelled,15,Normal
ENG2518,AST0231,SEC006,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-06-25,2025-06-27,2025-07-26,9.1,11,MEDIUM,Cancelled,29,Normal
ENG2519,AST0079,SEC004,Turnout Maintenance,Switch tongue wear,1,CRITICAL,2025-01-30,2025-02-02,2025-02-05,8.9,2,HIGH,Completed,3,Urgent
ENG2520,AST0078,SEC003,Track Geometry Correction,Twist fault,2,HIGH,2025-11-26,2025-11-26,2025-12-06,5.6,2,HIGH,Pending,10,Normal
ENG2521,AST0131,SEC056,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-08-21,2025-08-24,2025-09-15,1.6,2,MEDIUM,Completed,22,Normal
ENG2522,AST0220,SEC070,Sleeper Replacement,Broken concrete sleeper,1,CRITICAL,2025-01-12,2025-01-14,2025-01-20,5.4,14,HIGH,Pending,6,Urgent
ENG2523,AST0179,SEC029,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-08-10,2025-08-13,2025-09-09,7.8,8,LOW,Cancelled,27,Normal
ENG2524,AST0120,SEC045,Rail Inspection,Surface defect,3,MEDIUM,2025-04-12,2025-04-15,2025-05-08,10.0,6,MEDIUM,Completed,23,Normal
ENG2525,AST0191,SEC041,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-07-06,2025-07-06,2025-08-02,10.4,6,MEDIUM,Completed,27,Normal
ENG2526,AST0121,SEC046,Turnout Maintenance,Crossing nose defect,2,HIGH,2025-05-28,2025-05-30,2025-06-13,6.1,15,HIGH,Cancelled,14,Normal
ENG2527,AST0030,SEC030,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-07-05,2025-07-07,2025-07-26,11.6,14,MEDIUM,Completed,19,Normal
ENG2528,AST0101,SEC026,Welding,Misaligned weld,1,CRITICAL,2025-11-10,2025-11-12,2025-11-15,9.9,13,HIGH,Pending,3,Urgent
ENG2529,AST0109,SEC034,Ballast Maintenance,Vegetation growth,1,CRITICAL,2025-08-28,2025-08-30,2025-09-04,7.3,4,HIGH,Cancelled,5,Urgent
ENG2530,AST0158,SEC008,Ballast Maintenance,Insufficient ballast,2,HIGH,2025-12-08,2025-12-11,2025-12-19,5.4,7,HIGH,Pending,8,Normal
ENG2531,AST0316,SEC016,Ballast Maintenance,Insufficient ballast,5,LOW,2025-11-01,2025-11-03,2025-12-16,8.9,15,LOW,Scheduled,43,Low
ENG2532,AST0248,SEC023,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-06-23,2025-06-26,2025-08-02,8.3,10,LOW,In Progress,37,Low
ENG2533,AST0287,SEC062,Track Alignment,Cant deficiency,1,CRITICAL,2025-09-03,2025-09-04,2025-09-11,5.8,15,HIGH,Completed,7,Urgent
ENG2534,AST0175,SEC025,Ballast Maintenance,Vegetation growth,4,LOW,2025-10-13,2025-10-15,2025-12-03,8.4,13,LOW,Cancelled,49,Low
ENG2535,AST0100,SEC025,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-07-14,2025-07-14,2025-08-12,2.0,5,MEDIUM,Pending,29,Normal
ENG2536,AST0216,SEC066,Track Alignment,Buckling risk,3,MEDIUM,2025-08-28,2025-08-30,2025-09-17,3.0,14,MEDIUM,Completed,18,Normal
ENG2537,AST0114,SEC039,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-05-13,2025-05-15,2025-06-05,7.4,9,MEDIUM,Cancelled,21,Normal
ENG2538,AST0267,SEC042,Welding,Weld depression,5,LOW,2025-09-23,2025-09-24,2025-11-08,7.5,11,LOW,Completed,45,Low
ENG2539,AST0133,SEC058,Rail Replacement,Severely worn rail,3,MEDIUM,2025-10-05,2025-10-06,2025-11-01,10.9,9,MEDIUM,Completed,26,Normal
ENG2540,AST0320,SEC020,Rail Inspection,Corrugation,4,LOW,2025-07-29,2025-07-29,2025-09-12,5.6,3,LOW,Completed,45,Low
ENG2541,AST0176,SEC026,Track Alignment,Cant deficiency,2,HIGH,2025-08-22,2025-08-22,2025-09-03,6.7,15,HIGH,Pending,12,Normal
ENG2542,AST0368,SEC068,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-09-28,2025-09-30,2025-11-07,6.8,8,LOW,Pending,38,Low
ENG2543,AST0091,SEC016,Track Alignment,Buckling risk,4,LOW,2025-10-18,2025-10-19,2025-11-17,10.3,9,LOW,Scheduled,29,Normal
ENG2544,AST0293,SEC068,Rail Replacement,Broken rail,3,MEDIUM,2025-11-29,2025-12-02,2026-01-01,7.4,10,MEDIUM,In Progress,30,Normal
ENG2545,AST0263,SEC038,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-11-09,2025-11-12,2025-12-03,6.2,8,MEDIUM,Scheduled,21,Normal
ENG2546,AST0194,SEC044,Rail Replacement,Rail end batter,2,HIGH,2025-05-26,2025-05-28,2025-06-08,3.7,12,HIGH,Pending,11,Normal
ENG2547,AST0278,SEC053,Sleeper Replacement,Missing sleeper,2,HIGH,2025-11-08,2025-11-09,2025-11-23,4.9,4,HIGH,Pending,14,Normal
ENG2548,AST0212,SEC062,Ballast Maintenance,Insufficient ballast,3,MEDIUM,2025-02-18,2025-02-21,2025-03-10,10.0,9,MEDIUM,Pending,17,Normal
ENG2549,AST0065,SEC065,Turnout Maintenance,Check rail gap,4,LOW,2025-10-21,2025-10-22,2025-11-26,3.1,11,LOW,In Progress,35,Low
ENG2550,AST0180,SEC030,Rail Replacement,Rail end batter,2,HIGH,2025-02-03,2025-02-06,2025-02-19,4.9,14,HIGH,Cancelled,13,Normal
ENG2551,AST0277,SEC052,Track Alignment,Lateral misalignment,2,HIGH,2025-05-06,2025-05-06,2025-05-19,9.3,13,HIGH,Pending,13,Normal
ENG2552,AST0143,SEC068,Track Geometry Correction,Alignment defect,4,LOW,2025-10-04,2025-10-05,2025-11-02,11.3,9,LOW,Scheduled,28,Normal
ENG2553,AST0005,SEC005,Track Alignment,Cant deficiency,1,CRITICAL,2025-01-21,2025-01-23,2025-01-27,5.4,8,HIGH,Completed,4,Urgent
ENG2554,AST0065,SEC065,Sleeper Replacement,Decayed wooden sleeper,3,MEDIUM,2025-01-13,2025-01-16,2025-02-15,7.5,3,MEDIUM,Pending,30,Normal
ENG2555,AST0248,SEC023,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-05-04,2025-05-07,2025-05-28,2.7,6,MEDIUM,Scheduled,21,Normal
ENG2556,AST0311,SEC011,Rail Inspection,Corrugation,5,LOW,2025-05-07,2025-05-08,2025-07-07,5.9,8,LOW,Pending,60,Low
ENG2557,AST0072,SEC072,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-04-09,2025-04-09,2025-05-09,8.8,8,MEDIUM,Scheduled,30,Normal
ENG2558,AST0055,SEC055,Ballast Maintenance,Vegetation growth,4,LOW,2025-05-22,2025-05-22,2025-06-25,4.4,12,LOW,Completed,34,Low
ENG2559,AST0081,SEC006,Welding,Weld depression,5,LOW,2025-07-23,2025-07-24,2025-09-23,7.7,8,LOW,Pending,61,Low
ENG2560,AST0232,SEC007,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-08-25,2025-08-28,2025-09-21,3.6,10,MEDIUM,Completed,24,Normal
ENG2561,AST0167,SEC017,Rail Replacement,Broken rail,4,LOW,2025-06-25,2025-06-27,2025-08-26,11.3,14,LOW,Scheduled,60,Low
ENG2562,AST0020,SEC020,Track Geometry Correction,Cross-level error,4,LOW,2025-04-05,2025-04-06,2025-05-30,4.7,8,LOW,Cancelled,54,Low
ENG2563,AST0072,SEC072,Track Alignment,Cant deficiency,2,HIGH,2025-02-08,2025-02-09,2025-02-22,10.1,7,HIGH,Completed,13,Normal
ENG2564,AST0183,SEC033,Welding,Weld crack,1,CRITICAL,2025-06-27,2025-06-27,2025-07-01,6.2,13,HIGH,Completed,4,Urgent
ENG2565,AST0194,SEC044,Rail Inspection,Rail crack,2,HIGH,2025-08-25,2025-08-27,2025-09-05,8.7,10,HIGH,Scheduled,9,Normal
ENG2566,AST0342,SEC042,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-04-18,2025-04-18,2025-05-02,2.3,4,MEDIUM,Pending,14,Normal
ENG2567,AST0154,SEC004,Track Alignment,Cant deficiency,2,HIGH,2025-12-03,2025-12-05,2025-12-15,1.6,15,HIGH,Completed,10,Normal
ENG2568,AST0200,SEC050,Sleeper Replacement,Cracked sleeper,1,CRITICAL,2025-11-15,2025-11-17,2025-11-23,5.3,14,HIGH,Scheduled,6,Urgent
ENG2569,AST0194,SEC044,Ballast Maintenance,Insufficient ballast,1,CRITICAL,2025-09-07,2025-09-10,2025-09-17,1.9,7,HIGH,Scheduled,7,Urgent
ENG2570,AST0002,SEC002,Ballast Maintenance,Fouled ballast,2,HIGH,2025-09-29,2025-09-29,2025-10-06,3.6,3,HIGH,Completed,7,Urgent
ENG2571,AST0183,SEC033,Rail Replacement,End-post fracture,3,MEDIUM,2025-11-30,2025-12-01,2025-12-21,9.0,11,MEDIUM,Completed,20,Normal
ENG2572,AST0009,SEC009,Track Alignment,Vertical misalignment,4,LOW,2025-05-11,2025-05-12,2025-07-11,1.7,11,LOW,Cancelled,60,Low
ENG2573,AST0341,SEC041,Welding,Thermit weld defect,4,LOW,2025-08-23,2025-08-23,2025-09-17,4.4,6,LOW,Cancelled,25,Normal
ENG2574,AST0156,SEC006,Rail Inspection,Worn rail head,4,LOW,2025-09-19,2025-09-21,2025-11-19,4.8,11,LOW,Cancelled,59,Low
ENG2575,AST0115,SEC040,Rail Inspection,Rail crack,2,HIGH,2025-05-26,2025-05-29,2025-06-11,5.2,13,HIGH,Cancelled,13,Normal
ENG2576,AST0205,SEC055,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-04-15,2025-04-17,2025-05-12,8.7,6,MEDIUM,Scheduled,25,Normal
ENG2577,AST0359,SEC059,Rail Replacement,End-post fracture,2,HIGH,2025-03-15,2025-03-17,2025-03-25,11.0,8,HIGH,Scheduled,8,Normal
ENG2578,AST0298,SEC073,Welding,Weld crack,5,LOW,2025-06-28,2025-06-28,2025-08-23,11.3,10,LOW,Scheduled,56,Low
ENG2579,AST0024,SEC024,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-03-29,2025-04-01,2025-04-25,10.6,14,MEDIUM,Scheduled,24,Normal
ENG2580,AST0157,SEC007,Track Geometry Correction,Cross-level error,5,LOW,2025-07-21,2025-07-23,2025-09-16,2.8,13,LOW,Pending,55,Low
ENG2581,AST0278,SEC053,Welding,Weld crack,2,HIGH,2025-06-24,2025-06-26,2025-07-03,11.2,15,HIGH,Scheduled,7,Urgent
